,classes,cap_shape,cap_surface,cap_color,bruises,odor,gill_attachment,gill_spacing,gill_size,gill_color,stalk_shape,stalk_root,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,veil_type,veil_color,ring_number,ring_type,spore_print_color,population,habitat
6686,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6687,poisonous,knobbed,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
6688,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6689,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6690,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
6691,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6692,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,woods
6693,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6694,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
6695,poisonous,knobbed,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6696,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
6697,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,woods
6698,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6699,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6700,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6701,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6702,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6703,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
6704,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6705,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6706,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,woods
6707,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6708,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,paths
6709,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6710,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6711,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6712,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6713,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6714,poisonous,flat,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6715,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6716,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6717,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6718,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,paths
6719,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6720,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6721,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6722,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6723,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6724,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6725,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,paths
6726,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6727,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
6728,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6729,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6730,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6731,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,leaves
6732,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
6733,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6734,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6735,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6736,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6737,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,paths
6738,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,white,partial,white,one,evanescent,white,several,leaves
6739,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6740,poisonous,convex,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6741,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,paths
6742,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
6743,poisonous,flat,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6745,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,paths
6746,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
6747,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
6748,poisonous,convex,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6749,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6750,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6751,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,woods
6753,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6754,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6755,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6756,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6757,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,woods
6758,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6759,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6760,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,woods
6761,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6764,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6765,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
6766,poisonous,flat,scaly,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6767,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6768,poisonous,flat,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6769,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6770,poisonous,flat,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
6771,poisonous,flat,scaly,red,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,leaves
6772,poisonous,flat,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6773,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6775,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,pink,partial,white,one,evanescent,white,several,paths
6776,poisonous,convex,smooth,red,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,white,partial,white,one,evanescent,white,several,leaves
6777,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,woods
6778,poisonous,convex,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,smooth,pink,pink,partial,white,one,evanescent,white,several,leaves
6779,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
6780,poisonous,knobbed,scaly,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,pink,white,partial,white,one,evanescent,white,several,woods
6781,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,paths
6782,poisonous,convex,scaly,red,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,paths
6783,poisonous,flat,smooth,brown,no,fishy,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,paths
6784,poisonous,flat,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,woods
6785,poisonous,convex,smooth,brown,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,white,white,partial,white,one,evanescent,white,several,leaves
6786,poisonous,convex,smooth,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,pink,white,partial,white,one,evanescent,white,several,woods
6787,poisonous,convex,scaly,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,smooth,white,white,partial,white,one,evanescent,white,several,leaves
6788,poisonous,flat,smooth,red,no,foul,free,close,narrow,buff,tapering,missing,smooth,smooth,white,pink,partial,white,one,evanescent,white,several,woods
6789,poisonous,flat,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,silky,silky,white,pink,partial,white,one,evanescent,white,several,leaves
6790,poisonous,flat,scaly,brown,no,foul,free,close,narrow,buff,tapering,missing,smooth,silky,white,pink,partial,white,one,evanescent,white,several,paths
6791,poisonous,convex,smooth,red,no,spicy,free,close,narrow,buff,tapering,missing,smooth,silky,pink,pink,partial,white,one,evanescent,white,several,leaves
